method,lora_r,galore_rank,update_proj_gap,target_modules,epoch,loss_mean,grad_norm_mean,learning_rate_mean,entropy_mean,num_tokens_mean,mean_token_accuracy_mean,step_mean,eval_loss_mean,eval_runtime_mean,eval_samples_per_second_mean,eval_steps_per_second_mean,eval_entropy_mean,eval_num_tokens_mean,eval_mean_token_accuracy_mean,loss_std,grad_norm_std,learning_rate_std,entropy_std,num_tokens_std,mean_token_accuracy_std,step_std,eval_loss_std,eval_runtime_std,eval_samples_per_second_std,eval_steps_per_second_std,eval_entropy_std,eval_num_tokens_std,eval_mean_token_accuracy_std
dora,16.0,,,all,1.0,1.2377651747085956,0.5664826432863871,0.00016002288329519454,1.2457525914948373,5291602.0,0.7182315600045669,1748.0,1.1977742115656536,732.1870333333333,4.115333333333333,0.515,1.2037738109164768,5291602.0,0.7256473291714985,0.00014992467389264615,0.01818175875635632,0.0,3.6336226280388516e-05,0.0,5.801982662942362e-06,0.0,0.0006980431269320728,69.72493642480669,0.3713601127387454,0.04680811895387381,0.025791068599010838,0.0,0.0003326581251068415
dora,16.0,,,all,2.0,1.0816793783669432,0.8712294499079386,0.00012002288329519453,1.0990726186699942,10583204.0,0.7421097112784033,3496.0,1.1897624333699544,731.4793666666668,4.119000000000001,0.5153333333333333,1.1292012387911479,10583204.0,0.7287216112348768,0.000585188332507202,0.10899787562527277,0.0,0.0004887670741586865,0.0,0.00014086641486152595,0.0,0.0008918236203261694,68.82372461712117,0.3675431947404279,0.04623130252689552,0.016647594838838323,0.0,0.00017153059344363896
dora,16.0,,,all,3.0,0.8753518483549652,1.138352394104004,8.002288329519452e-05,0.9159981097818602,15874806.0,0.7790022539578714,5244.0,1.2287567456563313,732.0218,4.116666666666666,0.5156666666666667,1.0053753288057115,15874806.0,0.7283476557731628,0.0006481587079479901,0.13855890762358347,0.0,0.000595373897593783,0.0,6.556613785052444e-05,0.0,0.0031766633835834616,69.71870625850713,0.37177457327436075,0.046543886100467946,0.006212954277783582,0.0,0.0003651268038741457
dora,16.0,,,all,4.0,0.6553729513417119,1.5736807584762573,4.0022883295194505e-05,0.7264528539483552,21166408.0,0.8260108631908394,6992.0,1.3209281365076702,729.7651666666667,4.126666666666666,0.5163333333333334,0.8867658505439758,21166408.0,0.7254486344655354,0.0014136814913072507,0.11220866934741615,0.0,0.001312961661965087,0.0,0.00027925083637428345,0.0,0.0023677157189770804,65.90905550418186,0.35437315549196596,0.0445009363197375,0.0038626423613599896,0.0,0.00014894035230053629
dora,16.0,,,all,5.0,0.47930064372303466,1.6943885485331218,2.2883295194508016e-08,0.5717850505998806,26458010.0,0.8695654177556594,8740.0,1.4369202454884846,731.3387333333334,4.1193333333333335,0.516,0.7980538793669806,26458010.0,0.7209891880883111,0.0009796819780543517,0.030800392303287495,0.0,0.0005353886425763805,0.0,0.0002958823241649306,0.0,0.0006527204073790848,68.64851885025155,0.36710942964371424,0.0459673797382448,0.0012248905513718095,0.0,8.575497675432939e-05
dora,16.0,,,attn,1.0,1.2494039411857598,0.40781482060750324,0.00016002288329519454,1.2606285794557823,5291602.0,0.7166062754633589,1748.0,1.2141536076863606,298.77746666666667,10.068333333333333,1.26,1.2257448829015096,5291602.0,0.7229781617058647,0.00014172210713455006,0.01732673837018282,0.0,0.00013357313723412218,0.0,8.015621112050348e-05,0.0,0.00048812437455584537,23.82459620336371,0.7745788102790662,0.09704122835166502,0.025089263026656768,0.0,0.0001866977282132346
dora,16.0,,,attn,2.0,1.1744908988248475,0.5765310525894165,0.00012002288329519453,1.1902797221910126,10583204.0,0.7277501142611493,3496.0,1.2033873399098713,298.74263333333334,10.070333333333332,1.2606666666666666,1.185211200926039,10583204.0,0.7255045870674981,0.0006071947090886024,0.03347235882992728,0.0,0.00047029341637695927,0.0,9.265812921680576e-05,0.0,6.82997796904629e-05,24.05144903832891,0.7805922964860292,0.09790471558272025,0.013996705547115507,0.0,0.00022970978613387217
dora,16.0,,,attn,3.0,1.0961051609205164,0.7088228265444437,8.002288329519452e-05,1.1187330516556762,15874806.0,0.7403123308623863,5244.0,1.2095919450124104,297.66993333333335,10.099666666666666,1.2643333333333333,1.1347685996161567,15874806.0,0.7255236088964674,0.0006030993586766174,0.06781330652152931,0.0,0.00037874817935798255,0.0,0.0001418149595825299,0.0,0.0002903288425714382,21.75610250213335,0.7144874619846971,0.0892767233568377,0.004444690888633359,0.0,4.476944413849243e-05
dora,16.0,,,attn,4.0,1.0215506011706832,0.9133005539576212,4.0022883295194505e-05,1.052516105132281,21166408.0,0.7532241019376992,6992.0,1.229545791943868,298.14993333333337,10.085666666666667,1.2623333333333333,1.0827774566544426,21166408.0,0.7244661984973483,0.0009666522342151023,0.053734688696463945,0.0,0.0008846879115921396,0.0,0.00013558678941190893,0.0,0.001966053064330521,22.487428600961334,0.7349696138843667,0.09169696468985951,0.004459312179035758,0.0,0.00023919885876693407
dora,16.0,,,attn,5.0,0.9598730627041023,1.0909639199574788,2.2883295194508016e-08,0.9988917149745445,26458010.0,0.7647143659770808,8740.0,1.2536633809407551,297.3539,10.113,1.266,1.0526954514185587,26458010.0,0.7226390435430737,0.00042211307284350266,0.062089446760142906,0.0,0.0004375477424864713,0.0,5.6935238675065764e-05,0.0,0.0008792017375464419,22.467789885300235,0.7384009750806125,0.0924824307639024,0.0011025770705056128,0.0,0.00013038808829589818
